repo,url,stars,forks,open_issues,github_language,created_at,pushed_at,license,topics,via,description,is_agent,agent_verdict,agent_type,agent_confidence,agent_evidence_tier,has_llm,has_agent_loop,has_tool_calling,has_mcp,has_workflow,has_multi_agent,has_memory,has_streaming,effect_depth,effect_evidence,effect_deps,effect_capabilities,uses_effect_ai,effect_files
mastra-ai/mastra,https://github.com/mastra-ai/mastra,28011,2783,609,TypeScript,2024-08-06T20:44:31Z,2026-09-14T00:58:02Z,NOASSERTION,agents|ai|chatbots|evals|javascript|llm|mcp|nextjs|nodejs|reactjs|tts|typescript|workflows,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp,Mastra is the modern TypeScript framework for AI-powered applications and agents.,true,agent,multi-agent,0.97,manifest,true,true,true,true,true,true,true,true,L0,manifest-full,,,false,0
QwenLM/qwen-code,https://github.com/QwenLM/qwen-code,27829,3034,1399,TypeScript,2025-06-26T01:37:46Z,2026-09-14T02:46:22Z,Apache-2.0,agentic|ai|ai-agent|ai-coding|cli|coding-agent|developer-tools|llm|mcp|qwen|terminal|typescript,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp,An open-source AI coding agent that lives in your terminal.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,true,true,L0,manifest-full,,,false,0
virattt/dexter,https://github.com/virattt/dexter,27596,3410,101,TypeScript,2025-10-14T21:02:00Z,2026-08-04T15:20:42Z,,,TypeScript:agent:stars>=600,An autonomous agent for deep financial research,true,agent,research-agent,0.85,manifest,true,true,true,false,false,false,true,false,L0,manifest-full,,,false,0
Kilo-Org/kilocode,https://github.com/Kilo-Org/kilocode,27293,3154,563,TypeScript,2025-03-10T15:34:26Z,2026-09-13T22:28:36Z,MIT,ai|ai-age|ai-coding|ai-developer-tools|chatgpt|claude|cli|gemini|jetbrains|sonnet|vscode|vscode-extension,TypeScript:agent:stars>=600,"Kilo is the all-in-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source coding agent.",true,agent,multi-agent,0.85,manifest,true,true,true,true,true,true,true,true,L4,tarball,@effect/opentelemetry|@effect/platform-node|@effect/platform-node-shared|@effect/sql-sqlite-bun|effect,gen|service|error|concurrency|primitives|stream|schema|resource|config|platform|httpapi|sql|observability|cluster,false,1359
vercel/ai,https://github.com/vercel/ai,26721,5125,1488,TypeScript,2023-05-23T15:04:08Z,2026-09-12T22:27:49Z,NOASSERTION,anthropic|artificial-intelligence|gemini|generative-ai|generative-ui|javascript|language-model|llm|nextjs|openai|react|svelte|typescript|vercel|vue,TypeScript:agent:stars>=600|TypeScript:llm,"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents ",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L1,tarball,effect,,false,0
TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,26603,2503,765,TypeScript,2026-04-07T06:34:26Z,2026-09-11T08:29:14Z,NOASSERTION,agent|ai-agent|embedding|llm|local-first|long-term-memory|memory|openclaw-plugin|vector-search,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm","TencentDB Agent Memory is a team-level memory hub for AI Agents — turning conversations, docs, and code into four reusable memory assets (Chat Memory, Skill, LLM-Wiki, Code-Graph) that are governed, shared, and equipped across agents and frameworks.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,true,true,L0,manifest-full,,,false,0
tashfeenahmed/freellmapi,https://github.com/tashfeenahmed/freellmapi,26011,3538,47,TypeScript,2026-04-21T13:38:59Z,2026-09-13T09:49:37Z,MIT,,TypeScript:llm,"7.4 billion tokens per month. 34 free LLM providers. 635 free model endpoints. All behind one /v1 endpoint, plus any custom OpenAI-compatible endpoint. Smart routing, automatic failover, encrypted keys. Personal experimentation only.",true,agent,single-agent,0.72,paths,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
apify/crawlee,https://github.com/apify/crawlee,25786,1669,137,TypeScript,2016-08-26T18:35:03Z,2026-09-11T18:42:13Z,Apache-2.0,apify|automation|crawler|crawling|headless|headless-chrome|javascript|nodejs|npm|playwright|puppeteer|scraper|scraping|typescript|web-crawler|web-crawling|web-scraping,TypeScript:llm|TypeScript:rag,"Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation.",true,agent,single-agent,0.72,paths,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
promptfoo/promptfoo,https://github.com/promptfoo/promptfoo,25075,2298,651,TypeScript,2023-04-28T15:48:49Z,2026-09-14T02:56:29Z,MIT,ci|ci-cd|cicd|evaluation|evaluation-framework|llm|llm-eval|llm-evaluation|llm-evaluation-framework|llmops|pentesting|prompt-engineering|prompt-testing|prompts|rag|red-teaming|testing|vulnerability-scanners,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:rag,"Test your prompts, agents, and RAGs. Red teaming/pentesting/vulnerability scanning for AI. Compare performance of GPT, Claude, Gemini, DeepSeek, and more. Simple declarative configs with command line and CI/CD integration.  Used by OpenAI and Anthropic.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,true,true,L0,manifest-full,,,false,0
activepieces/activepieces,https://github.com/activepieces/activepieces,24432,4186,581,TypeScript,2022-12-03T02:52:46Z,2026-09-13T23:10:07Z,NOASSERTION,ai-agent|ai-agent-tools|ai-agents|ai-agents-framework|mcp|mcp-server|mcp-tools|mcps|n8n-alternative|no-code-automation|workflow|workflow-automation|workflows,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp|TypeScript:workflow",AI Agents & MCPs & AI Workflow Automation • (~400 MCP servers for AI agents) • AI Automation / AI Agent with MCPs • AI Workflows & AI Agents • MCPs for AI Agents,true,agent,mcp-agent,0.85,manifest,true,true,true,true,true,true,true,true,L0,manifest-full,,,false,0
browserbase/stagehand,https://github.com/browserbase/stagehand,24272,1683,371,TypeScript,2024-03-24T19:19:44Z,2026-09-14T02:36:15Z,MIT,agents|ai|llms|playwright|puppeteer|selenium,TypeScript:agent:stars>=600,The SDK For Browser Agents,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
pascalorg/editor,https://github.com/pascalorg/editor,23882,2959,22,TypeScript,2025-10-16T19:35:06Z,2026-09-14T00:01:21Z,MIT,3d|agent-skills|ai-agents|architecture|bim|cad|editor|floorplan|gemini-cli-extension|local-first|mcp|mcp-server|model-context-protocol|nextjs|parametric-design|react-three-fiber|threejs|typescript,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp|TypeScript:workflow","Open-source 3D architectural editor with a local CLI, MCP tools, and practical workflows for humans and AI agents.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
coleam00/Archon,https://github.com/coleam00/Archon,23453,3476,321,TypeScript,2025-02-07T21:04:12Z,2026-09-13T16:47:32Z,MIT,ai|automation|bun|claude|cli|coding-assistant|developer-tools|typescript|workflow-engine|yaml,TypeScript:harness,The first open-source harness builder for AI coding. Make AI coding deterministic and repeatable.,true,agent,coding-agent,0.97,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
conwnet/github1s,https://github.com/conwnet/github1s,23290,904,59,TypeScript,2019-06-16T09:55:25Z,2026-09-11T09:15:17Z,MIT,agent|ai|ide|vscode,TypeScript:agent:stars>=600,One second to read GitHub code with VS Code.,true,agent,single-agent,0.8,manifest,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
czlonkowski/n8n-mcp,https://github.com/czlonkowski/n8n-mcp,22881,3640,67,TypeScript,2025-06-07T12:15:57Z,2026-09-13T22:20:38Z,MIT,mcp|mcp-server|n8n|workflows,TypeScript:mcp|TypeScript:workflow,A MCP for Claude Desktop / Claude Code / Windsurf / Cursor to build n8n workflows for you ,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
NVIDIA/NemoClaw,https://github.com/NVIDIA/NemoClaw,22449,3086,569,TypeScript,2026-03-15T17:04:09Z,2026-09-14T02:51:59Z,Apache-2.0,ai-agents|deep-agents|hermes|nvidia|openclaw|openshell|sandboxing|typescript,TypeScript:agent:stars>=600,"Run agents like Hermes, LangChain Deep Agents, and OpenClaw more securely inside NVIDIA OpenShell with managed inference",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,false,true,L0,manifest-full,,,false,0
openobserve/openobserve,https://github.com/openobserve/openobserve,21778,1078,611,TypeScript,2023-02-02T03:29:51Z,2026-09-14T02:53:49Z,AGPL-3.0,analytics|apm|datadog|elasticsearch|grafana|jaeger|kibana|log-analytics|log-management|log-search|logs|metrics|monitoring|observability|openobserve|opentelemetry|prometheus|rust-lang|splunk|traces,TypeScript:llm,"Open source observability platform for logs, metrics, traces, RUM, Session replay, pipelines, SLO and LLM observability. A sophisticated, simple and highly performant alternative to Datadog, Splunk, and Elasticsearch with 140x lower storage costs and single binary deployment.",true,agent,research-agent,0.83,paths,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
coze-dev/coze-studio,https://github.com/coze-dev/coze-studio,21582,3114,569,TypeScript,2025-06-26T02:19:21Z,2026-07-29T03:18:43Z,Apache-2.0,agent|agent-platform|ai-plugins|chatbot|chatbot-framework|coze|coze-platform|generative-ai|go|kouzi|low-code-ai|multimodel-ai|no-code|rag|studio|typescript|workflow,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:chatbot|TypeScript:rag|TypeScript:workflow","An AI agent development platform with all-in-one visual tools, simplifying agent creation, debugging, and deployment like never before. Coze your way to AI Agent creation.",true,agent,multi-agent,0.83,paths,true,true,true,false,true,true,true,true,L0,manifest-full,,,false,0
dyad-sh/dyad,https://github.com/dyad-sh/dyad,21528,2630,362,TypeScript,2025-04-11T06:33:48Z,2026-09-11T23:25:05Z,NOASSERTION,ai-app-builder|anthropic|artificial-intelligence|bolt|deepseek|gemini|generative-ai|github|llm|llms|lovable|nextjs|ollama|openai|qwen|react|typescript|v0|vercel,TypeScript:llm,"Local, open-source AI app builder for power users ✨ v0 / Lovable / Replit / Bolt alternative 🌟 Star if you like it!",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
PrimeIntellect-ai/prime-agent,https://github.com/PrimeIntellect-ai/prime-agent,20689,2260,132,TypeScript,2026-05-08T01:42:41Z,2026-09-14T02:38:49Z,MIT,,TypeScript:agent:stars>=600|TypeScript:workflow,A self-improving RLM agent for coding workflows and long-running autonomous tasks.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
kortix-ai/suna,https://github.com/kortix-ai/suna,20202,3435,75,TypeScript,2024-10-05T17:01:01Z,2026-09-12T23:18:00Z,NOASSERTION,ai|ai-agents|llm,TypeScript:llm,The open-source AI Management System,true,agent,multi-agent,0.83,paths,true,true,true,true,true,true,true,true,L0,manifest-full,,,false,0
Nagi-ovo/voyager,https://github.com/Nagi-ovo/voyager,20055,664,23,TypeScript,2025-10-04T23:42:35Z,2026-09-10T11:16:18Z,GPL-3.0,ai-studio|browser-extension|bun|chat-management|chatgpt|chrome-extension|claude-ai|dsh|dsh-plugin|edge-addon|firefox-addons|gemini|safari-extension,TypeScript:harness,"Enhancement suite for Gemini, AI Studio, Claude & ChatGPT — plus a prompt manager for any websites, DeepSeek Harness included. / 面向 Gemini、AI Studio、Claude 与 ChatGPT 的增强套件；其中的提示词管理器可用于任意网站，如 DeepSeek Harness。",true,agent,agent-runtime,0.72,paths,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
nashsu/llm_wiki,https://github.com/nashsu/llm_wiki,19359,2194,263,TypeScript,2026-04-08T11:24:01Z,2026-08-25T06:42:02Z,NOASSERTION,,TypeScript:llm|TypeScript:rag,"LLM Wiki is a cross-platform desktop application that turns your documents into an organized, interlinked knowledge base — automatically. Instead of traditional RAG (retrieve-and-answer from scratch every time), the LLM incrementally builds and maintains a persistent wiki from your sources。",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
elizaOS/eliza,https://github.com/elizaOS/eliza,19331,5725,1439,TypeScript,2024-07-09T07:55:40Z,2026-09-14T02:02:00Z,MIT,agent|agentic|ai|autonomous|chatbot|crypto|discord|eliza|elizaos|framework|plugins|rag|slack|swarm|telegram,TypeScript:agent:stars>=600|TypeScript:chatbot|TypeScript:rag,Open source agentic operating system,true,agent,workflow-agent,0.85,manifest,true,true,true,true,true,false,true,true,L2,tarball,effect,schema|cluster,false,3
mlc-ai/web-llm,https://github.com/mlc-ai/web-llm,19113,1379,152,TypeScript,2023-04-13T18:11:59Z,2026-09-13T18:47:51Z,Apache-2.0,chatgpt|deep-learning|language-model|llm|tvm|webgpu|webml,TypeScript:llm,High-performance In-browser LLM Inference Engine ,true,agent,single-agent,0.8,manifest,true,false,true,false,false,false,true,true,L0,manifest-full,,,false,0
every-app/open-seo,https://github.com/every-app/open-seo,18619,2367,170,TypeScript,2026-02-27T18:57:41Z,2026-09-12T03:16:08Z,MIT,backlink-analysis|google-search-console-mcp|keyword-research|mcp|seo|seo-agent|seo-audit|seo-automation|seo-skills|seo-tools|site-audit,TypeScript:mcp,Open source alternative to Semrush and Ahrefs,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,false,true,L1,tarball,,gen|error|config|cluster,false,3
langchain-ai/langchainjs,https://github.com/langchain-ai/langchainjs,18182,3367,542,TypeScript,2023-02-06T22:50:27Z,2026-09-12T01:20:17Z,MIT,,TypeScript:agent:stars>=600,The agent engineering platform,true,agent,multi-agent,0.97,manifest,true,true,true,false,true,true,true,true,L0,manifest-full,,,false,0
rowboatlabs/rowboat,https://github.com/rowboatlabs/rowboat,17555,1739,170,TypeScript,2025-01-13T09:30:40Z,2026-09-12T17:21:19Z,Apache-2.0,agents|agents-sdk|ai|ai-agents|ai-agents-automation|chatgpt|claude-code|claude-cowork|generative-ai|llm|multiagent|opeani|open-source|orchestration|productivity,TypeScript:llm,"Open-source AI coworker, with memory",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
leon-ai/leon,https://github.com/leon-ai/leon,17508,1467,110,TypeScript,2019-02-10T12:25:12Z,2026-09-14T02:57:02Z,MIT,ai|ai-agent|ai-assistant|artificial-intelligence|assistant|automation|bot|chatbot|leon|nodejs|offline|personal-assistant|privacy|python|speech-recognition|speech-synthesis|speech-to-text|text-to-speech|virtual-assistant|voice-assistant,TypeScript:chatbot,🧠 Leon is your open-source personal assistant.,true,agent,single-agent,0.85,manifest,true,true,true,false,false,false,true,true,L0,manifest-full,,,false,0
getpaseo/paseo,https://github.com/getpaseo/paseo,17158,1924,746,TypeScript,2025-10-13T12:27:02Z,2026-09-12T10:20:54Z,NOASSERTION,ade|agents|android|claude-code|codex|copilot|developer-tools|hermes|ios|linux|mobile|opencode|orchestration|pi|windows,TypeScript:agent:stars>=600|TypeScript:copilot,Orchestrate multiple coding agents from desktop and mobile,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
langchain-ai/openwiki,https://github.com/langchain-ai/openwiki,16450,1194,153,TypeScript,2026-06-22T23:48:26Z,2026-09-13T08:09:47Z,MIT,,TypeScript:agent:stars>=600,OpenWiki is a CLI that writes and maintains agent documentation for your codebase.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
triggerdotdev/trigger.dev,https://github.com/triggerdotdev/trigger.dev,16273,1453,342,TypeScript,2022-11-30T14:59:07Z,2026-09-12T08:57:18Z,Apache-2.0,ai|ai-agent-framework|ai-agents|automation|background-jobs|mcp|mcp-server|nextjs|orchestration|scheduler|serverless|workflow-automation|workflows,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp|TypeScript:workflow",Trigger.dev – build and deploy durable AI agents and workflows,true,agent,single-agent,0.85,manifest,true,true,true,true,false,false,false,true,L2,tarball,effect,gen|error|concurrency|schema,false,2
amplication/amplication,https://github.com/amplication/amplication,16014,1542,661,TypeScript,2020-05-10T19:41:49Z,2026-06-30T13:46:55Z,NOASSERTION,api|code-generation|csharp|csharp-code|dotnet|dotnet-core|graphql|hacktoberfest|javascript|low-code|nestjs|nodejs|prisma|typescript|web,TypeScript:workflow,"Amplication brings order to the chaos of large-scale software development by creating Golden Paths for developers - streamlined workflows that drive consistency, enable high-quality code practices, simplify onboarding, and accelerate standardized delivery across teams.",true,agent,multi-agent,0.8,manifest,true,false,true,false,true,true,false,true,L0,manifest-full,,,false,0
HBAI-Ltd/Toonflow-app,https://github.com/HBAI-Ltd/Toonflow-app,15559,2795,5,TypeScript,2026-01-29T10:25:45Z,2026-08-26T10:49:08Z,Apache-2.0,ai|ai-content-creation|ai-tool|ai-video-generation|automation|content-generation|desktop-app|electron|generative-ai|image-generation|llm|nodejs|shorts|text-to-video|typescript|video-generation|vite|vue3,TypeScript:llm,"Toonflow 是开源一站式 AI 短剧创作工具，将小说、剧本快速转化为动画短剧。集成 AI 编剧、智能分镜、角色与视频生成，跨平台桌面端轻量部署，助力创作者低成本批量产出视觉内容。Toonflow is an open-source AI tool that turns stories and scripts into animated short dramas. Features AI scriptwriting, storyboarding, character and video generation. A cross-platform desktop app for efficient content creation.",true,agent,single-agent,0.8,manifest,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
